topic,keyword,window_weight,target_weight,global_window_weight,global_target_weight,topic_specificity,trend_ratio,raw_strength,continuity,topic_window_papers,topic_target_papers,z_strength,z_specificity,z_continuity,z_trend,influence_score
Computer Networks,neural processing,19.663241067021076,0.0,150.76210014239913,19.96689635000854,1.6668585973011232,-3.0283563278165726,3.0283563278165726,0.0,74,11,2.3683839877539765,0.05804666331743915,-0.395688034424151,-1.872707431695722,0.69835924404242
Computer Networks,bot-iot,13.502587082452566,0.0,13.502587082452566,0.0,3.7038069012798744,-2.6743270529911536,2.6743270529911536,0.0,74,11,1.8533863731668878,0.5471700805287718,-0.395688034424151,-1.4966970478231691,0.6766982617582397
Computer Networks,network mathematics representations,13.333548500729373,0.0,36.26870807725224,0.0,2.7031375409268943,-2.662602838591572,2.662602838591572,0.0,74,11,1.8363314489613412,0.30688375805387713,-0.395688034424151,-1.4842448957824523,0.5990356105376242
Computer Networks,distributed computing,3.1719629205138706,1.2075830519343502,5.520806406812577,2.7477478938637305,3.1496277723446506,-0.6364883739900333,1.4283866493986155,0.7918982754085822,74,11,0.04094773773412894,0.4140974891613161,1.923451003027402,0.6676677616672437,0.5920653186142512
Computer Networks,mathematics representations,15.554230466187613,0.0,128.7846562268532,0.0,1.590001672384852,-2.806641686450841,2.806641686450841,0.0,74,11,2.0458611922063765,0.03959134872846688,-0.395688034424151,-1.637226884356227,0.5873615861806378
Computer Vision,vision,72.68178134147907,10.416732670057925,87.30389811563344,10.416732670057925,0.8614712032141921,-1.8646755110426163,4.299755568384971,2.435080057342355,946,78,2.9218333971527133,0.27199547547034275,5.679688599262746,-0.004273601108975954,2.3858423612438395
Computer Vision,open-vocabulary object detection,32.66457879891493,5.723512330181456,32.66457879891493,5.723512330181456,1.0447748049419712,-1.610835524202888,3.516446210376272,1.9056106861733841,946,78,1.9171873493468568,0.3595237354404594,4.357287923326232,0.2633700312013701,1.772526648156264
Computer Vision,detection vision,87.09225838067914,2.2300779345232926,87.09225838067914,2.2300779345232926,1.044775516846792,-3.305878390711159,4.478384655990025,1.1725062652788663,946,78,3.1509370138154806,0.3595240753780801,2.526289126204932,-1.5238481110704978,1.721105042273553
Computer Vision,open-vocabulary object,28.570922454293726,5.723512330181456,28.570922454293726,5.723512330181456,1.0447746417238442,-1.4811808428180142,3.3867915289913983,1.9056106861733841,946,78,1.750896647083353,0.3595236575031002,4.357287923326232,0.40007524578916553,1.7196808653284343
Computer Vision,object detection vision,110.99905074152812,1.527226296951856,110.99905074152812,1.527226296951856,1.0447756088666558,-3.7913680197173454,4.718490395737107,0.9271223760197617,946,78,3.4588885019805544,0.3595241193179617,1.9134192631121085,-2.035738335199211,1.670522655690111
Computer Vision,segment,11.02453528353863,9.878283544673032,11.02453528353863,9.878283544673032,1.0447725689091711,-0.10018070284162706,2.486949169385481,2.3867684665438538,946,78,0.596789319009862,0.3595226677251588,5.559025754901315,1.856173232107404,1.6439950021124958
Computer Vision,object detection,70.75703712750109,2.076423613266233,70.75703712750109,2.076423613266233,1.044775418210932,-3.1495181704747415,4.2732859282624265,1.1237677577876848,946,78,2.887884333396395,0.3595240282790317,2.404560016345041,-1.3589851286305275,1.608024432248223
Computer Vision,vision transformers,30.83641346443469,4.273893332729912,30.83641346443469,4.273893332729912,1.044774737406346,-1.797841849573896,3.460610712182886,1.66276886260899,946,78,1.8455746308037528,0.3595237031919073,3.750767113787797,0.06619442931753983,1.6028598289683869
Computer Vision,vision attention mechanism,24.35560205651074,4.963537756589805,24.35560205651074,4.963537756589805,1.0447744163177701,-1.4473358057485621,3.232999694045362,1.7856638882968,946,78,1.5536484493136664,0.3595235498707282,4.057709259808423,0.43576075290615823,1.5844343719389855
Computer Vision,object,56.845041100195814,1.9814256003991417,56.845041100195814,1.9814256003991417,1.0447752895086861,-2.9653661544822043,4.0577677300034765,1.0924015755212724,946,78,2.611467993035645,0.3595239668231546,2.3262199595083732,-1.1648190515237125,1.5012064740105076
Computer Vision,detection vision pattern,75.48427683134013,1.4581817592251394,75.48427683134013,1.4581817592251394,1.0447754511446272,-3.437663233698968,4.337085188091504,0.8994219543925365,946,78,2.969711102839267,0.3595240440050132,1.8442347960244385,-1.6627993239973082,1.4983086811423676
Computer Vision,real-time object detection,25.860276559834873,3.77455202441766,25.860276559834873,3.77455202441766,1.0447745052109867,-1.7273483347316563,3.2906484873873887,1.5633001526557324,946,78,1.6275868387886463,0.3595235923176223,3.5023344443279747,0.1405213334495228,1.4734108354212925
Computer Vision,network object,48.78078053935663,2.0045008423044344,48.78078053935663,2.0045008423044344,1.044775181295043,-2.8075175314552467,3.907628976594676,1.1001114451394296,946,78,2.41890511389668,0.3595239151506735,2.3454761003724305,-0.9983867279639266,1.4446757673819677
Computer Vision,network object detection,46.33236848432959,2.0416333645259916,46.33236848432959,2.0416333645259916,1.0447751409853032,-2.7447997224999905,3.85719438459151,1.1123946620915195,946,78,2.354219414676272,0.35952389590259903,2.3761546160422915,-0.9322583673052506,1.431550021119222
Computer Vision,distillation,30.02084309994239,3.427175989282685,46.65036595365179,3.427175989282685,0.6039865247192396,-1.9468974300349686,3.434659336616387,1.4877619065814185,946,78,1.8122902756106938,0.1490454315803286,3.3136704099057592,-0.09096669201484119,1.4232671524980438
Data Mining,knowledge discovery,20.77948310210144,1.3555199849714903,20.77948310210144,1.3555199849714903,4.87027727517328,-2.2242068810292253,3.0809683845373055,0.85676150350808,26,3,2.506523583492218,0.5434150533188459,2.6746858307073667,-1.1053545468772348,1.5900356608462909
Data Mining,discovery,10.099033544768673,1.2852210793411092,13.19667173618075,1.2852210793411092,4.602750784311127,-1.5803952643759618,2.4068580364887886,0.8264627721128268,26,3,1.5111890584127121,0.4763178193204385,2.566337295691947,-0.35597635485877455,1.2250407928137284
Data Mining,discovery mining,20.333329316614908,0.0,20.333329316614908,0.0,4.870277215024553,-3.0602706064078684,3.0602706064078684,0.0,26,3,2.4759629887404793,0.5434150382331875,-0.38910098438192436,-2.0785086601772655,0.8677386440720365
Data Mining,knowledge discovery mining,20.333329316614908,0.0,20.333329316614908,0.0,4.870277215024553,-3.0602706064078684,3.0602706064078684,0.0,26,3,2.4759629887404793,0.5434150382331875,-0.38910098438192436,-2.0785086601772655,0.8677386440720365
Data Mining,anomaly detection,12.399748456442737,0.0,12.399748456442737,0.0,4.870275422634301,-2.5952359348734126,2.5952359348734126,0.0,26,3,1.7893319864465664,0.5434145886910591,-0.38910098438192436,-1.5372216868356943,0.64721480562599
Data Mining,mining,13.133738083345182,0.0,21.14441190854207,0.0,4.394086022656343,-2.64856471113228,2.64856471113228,0.0,26,3,1.8680727628555809,0.42398345686215394,-0.38910098438192436,-1.5992948475269686,0.6366744605717969
Data Mining,anomaly,11.695272036961061,0.0,11.695272036961061,0.0,4.870275145922622,-2.5412296435966897,2.5412296435966897,0.0,26,3,1.7095908484639855,0.5434145192901252,-0.38910098438192436,-1.4743599181634315,0.6216045064799037
Data Mining,network anomaly detection,11.608057183882346,0.0,11.608057183882346,0.0,4.870275109329054,-2.534336068628901,2.534336068628901,0.0,26,3,1.6994123766655223,0.5434145101122407,-0.38910098438192436,-1.4663359953073027,0.618335507292766
Data Mining,anomaly detection deep,11.23282907737877,0.0,11.23282907737877,0.0,4.870274945409489,-2.504123245710056,2.504123245710056,0.0,26,3,1.6548026687174175,0.5434144690002396,-0.38910098438192436,-1.4311691389955266,0.6040082974111014
Data Mining,anomaly detection cloud,3.017133451164654,0.8592214289832322,3.017133451164654,0.8592214289832322,4.870261137061914,-0.7704107628995437,1.390568576424686,0.6201578135251423,26,3,0.010621695807252661,0.5434110057845956,1.8285889148176786,0.5868222924142751,0.591671992263243
Data Mining,network anomaly,11.099381104441509,0.0,14.263470675275839,1.4502350448169274,4.619463611350155,-2.493154302901308,2.493154302901308,0.0,26,3,1.6386068522420063,0.4805094956774181,-0.38910098438192436,-1.4184016052670998,0.5799352321969331
Data Mining,network traffic anomaly,7.763064609457318,0.0,7.763064609457318,0.0,4.870272678880758,-2.170545685030365,2.170545685030365,0.0,26,3,1.1622701569447242,0.5434139005413624,-0.38910098438192436,-1.042894459176097,0.4458225901463039
Data Mining,traffic anomaly detection,7.763064609457318,0.0,7.763064609457318,0.0,4.870272678880758,-2.170545685030365,2.170545685030365,0.0,26,3,1.1622701569447242,0.5434139005413624,-0.38910098438192436,-1.042894459176097,0.4458225901463039
Data Mining,traffic anomaly,7.763064609457318,0.0,7.763064609457318,0.0,4.870272678880758,-2.170545685030365,2.170545685030365,0.0,26,3,1.1622701569447242,0.5434139005413624,-0.38910098438192436,-1.042894459176097,0.4458225901463039
Data Mining,detection deep neural,7.258244378294007,0.0,19.83941520705042,0.0,3.864744536205146,-2.1112120199412714,2.1112120199412714,0.0,26,3,1.0746630677884115,0.2912214658270997,-0.38910098438192436,-0.9738317807152322,0.3420282919155864
Databases and Data Management,query optimization,27.857787681615672,6.085701318505376,49.45579319260452,8.63835541716259,3.8110348252891377,-1.4043010388745107,3.36237989349876,1.9580788546242494,48,48,3.069118162641761,0.739792293703543,3.263862860856269,-0.9491335153279757,2.0074441738062236
Databases and Data Management,vldb endowment,33.57295128893004,2.647027855657684,33.57295128893004,2.647027855657684,4.385000918768406,-2.24915907191677,3.5430716216789597,1.29391254976219,48,48,3.284497380427257,0.8305928884010441,1.8293757436229041,-1.7030228784378676,1.7585496795720101
Databases and Data Management,endowment,24.15615061645609,1.5120972442506906,24.15615061645609,1.5120972442506906,4.38500026055094,-2.303984464220937,3.2251024239608403,0.9211179597399033,48,48,2.9054874624075855,0.8305927842720057,1.0242023512865825,-1.7519450386943127,1.441018786632521
Databases and Data Management,cardinality estimation,6.422070852242845,3.927039393145739,11.424965292011908,4.912167969624474,3.808937423815333,-0.409719829948231,2.004458108839519,1.5947382788912878,48,48,1.4505153923914245,0.7394604878646537,2.4791085436896725,-0.06164216786629579,1.291701795267271
Databases and Data Management,learned query optimization,10.440500713043416,2.212457474049571,10.440500713043416,2.212457474049571,4.384997177719527,-1.2701235411327292,2.43715975361651,1.1670362124837808,48,48,1.9662830079052056,0.8305922965725949,1.5553442699162798,-0.8294033543304169,1.263819410684075
Databases and Data Management,vldb,14.115853007414092,1.6012332511669345,14.115853007414092,1.6012332511669345,4.384998591404327,-1.7597584011938552,2.7157440611355215,0.9559856599416662,48,48,2.2983472968743213,0.830592520215458,1.0995106985797687,-1.2663176030813896,1.2617870542221805
Databases and Data Management,cardinality,4.969153048773766,4.442287799192475,9.796934499551073,5.39293457485665,3.7061767742882483,-0.0924055256801446,1.7866050494632204,1.6941995237830758,48,48,1.190840962392885,0.7232039037309119,2.6939280450958676,0.22150585155764976,1.254233750251366
Databases and Data Management,database,6.705301035502441,3.2223197909967154,6.705301035502441,3.2223197909967154,4.384994153207631,-0.601523847641301,2.0419085381584314,1.4403846905171305,48,48,1.495155201051588,0.8305918180992461,2.1457308453623583,-0.2327940100519689,1.2531063939176839
Databases and Data Management,database tuning,6.477187537389635,2.0274609987722045,6.477187537389635,2.0274609987722045,4.384993855474906,-0.9041324095655412,2.011856723606354,1.1077243140408126,48,48,1.4593343232701417,0.8305917709983653,1.4272405802345784,-0.5028197032434955,1.0680774063301324
Databases and Data Management,making learned,7.103266572697141,1.5440903174556169,7.103266572697141,1.5440903174556169,4.384994626848954,-1.1584941139703369,2.09226726096253,0.9337731469921929,48,48,1.555181315337277,0.8305918930286091,1.0515354197465305,-0.7297934382777296,1.0085778341650267
Databases and Data Management,making learned query optimization,7.103266572697141,1.5440903174556169,7.103266572697141,1.5440903174556169,4.384994626848954,-1.1584941139703369,2.09226726096253,0.9337731469921929,48,48,1.555181315337277,0.8305918930286091,1.0515354197465305,-0.7297934382777296,1.0085778341650267
Databases and Data Management,databases,3.6771145508921257,2.756278129606677,3.6771145508921257,2.756278129606677,4.384987191175314,-0.21925276280987305,1.542681370830415,1.323428608020542,48,48,0.9000911221406446,0.8305907167159382,1.893125447594877,0.10831667767049433,0.9986704211570642
Databases and Data Management,query optimization optimizer,3.071092832285705,3.377393480646313,8.112709628891514,4.159542741629629,3.413597312343549,0.07254197893227476,1.4039114725734774,1.4764534515057521,48,48,0.734681490832313,0.6769182616996668,2.223633281234189,0.3686929106083184,0.9785440221504949
Databases and Data Management,query optimization optimizer vldb,4.221394850365516,2.0276175532474854,4.221394850365516,2.0276175532474854,4.3849891788130355,-0.5449885547339637,1.6527645789132892,1.1077760241793255,48,48,1.0313070637169095,0.8305910311573124,1.427352265405874,-0.1823460598683529,0.9289359819282971
Databases and Data Management,optimizer vldb endowment,4.221394850365516,2.0276175532474854,4.221394850365516,2.0276175532474854,4.3849891788130355,-0.5449885547339637,1.6527645789132892,1.1077760241793255,48,48,1.0313070637169095,0.8305910311573124,1.427352265405874,-0.1823460598683529,0.9289359819282971
Deep Learning,llm,35.5776797552657,31.280471048171897,35.5776797552657,31.280471048171897,1.183547645032453,-0.12497577575963081,3.5994382116252894,3.4744624358656586,792,133,2.2802078041594878,0.46523125901886886,6.731657791392824,1.2315639593959387,2.5211404535876145
Deep Learning,attention mechanism,334.98077888836,3.4483924322549933,424.5413366615852,3.4483924322549933,0.9466124571319287,-4.324511172904923,5.817053952637492,1.4925427797325694,792,133,4.974906874260224,0.38791685619167654,2.6190177593208905,-2.5504051067881925,2.3751008477469515
Deep Learning,diffusion,42.638967349927476,15.549311667333718,65.80123330677554,18.311142347972623,0.7496782845702629,-0.9696059878988361,3.7759504977593137,2.8063445098604776,792,133,2.4946937876913355,0.32365519846667495,5.34526025497863,0.4709166418744717,2.21111778979971
Deep Learning,large,36.14098839673282,17.964305501860146,59.22493539067288,17.964305501860146,0.6896332563103815,-0.67216261382007,3.6147211682988485,2.9425585544787785,792,133,2.298778636055654,0.3040618845997467,5.627915170425938,0.7387847590171475,2.2101915297890877
Deep Learning,language,63.47564997964567,7.80808029756729,93.67610260980969,7.80808029756729,0.79436168084271,-1.9906181170130992,4.16628763282781,2.175669515814711,792,133,2.969005497985547,0.3382358529051599,4.03655976365802,-0.44857466450523414,2.0515274413468476
Deep Learning,representations,95.21207323506682,5.617278366470085,224.89876876117086,13.18685249661388,0.3240050629226847,-2.676870688676023,4.566554851201039,1.8896841625250163,792,133,3.4553835846823144,0.18475362279600302,3.4431175376395236,-1.0665920764748404,2.019543820592147
Deep Learning,neural processing,37.535282213739684,12.107444101062075,150.76210014239913,19.96689635000854,-0.20687289703314904,-1.0783939219697998,3.651574242772354,2.573180320802554,792,133,2.343560039649398,0.011522652707526074,4.861426122248877,0.3729456611535706,1.9504606022371496
Deep Learning,pretraining,62.09575551592479,4.406489338195964,62.09575551592479,4.406489338195964,1.1835481230819935,-2.457053539925925,4.144653501293026,1.6875999613671007,792,133,2.9427171410573933,0.4652314150113792,3.023776837849062,-0.8686316884388723,1.8345484796522962
Deep Learning,deep neural network,52.05849515113156,5.046355089934393,52.05849515113156,5.046355089934393,1.1835479994211384,-2.1719393610251734,3.971394987039625,1.7994556260144512,792,133,2.732184924582157,0.465231374659563,3.25588618840682,-0.6118668554370789,1.8224339343683875
Deep Learning,foundation,19.50747670470087,8.962917164180807,19.50747670470087,8.962917164180807,1.1835467228592278,-0.7219196202704965,3.0207895369536555,2.298869916683159,792,133,1.577072442737062,0.46523095810420595,4.292210339104386,0.6939751690445625,1.69823784925142
Deep Learning,transformers,82.18808368490451,2.1296044653138395,82.18808368490451,2.1296044653138395,1.1835482798762638,-3.2801974849709183,4.4211041126284405,1.1409066276575222,792,133,3.2786415266564504,0.4652314661749716,1.8893449336478494,-1.609929151794729,1.6679021220651686
Deep Learning,vision transformers,30.83641346443469,4.273893332729912,30.83641346443469,4.273893332729912,1.183547472915743,-1.797841849573896,3.460610712182886,1.66276886260899,792,133,2.1115138655598713,0.46523120285540587,2.972250344089882,-0.27496644092766725,1.5511283318057802
Deep Learning,deep neural,30.794697977289587,4.179850090398764,30.794697977289587,4.179850090398764,1.183547471166188,-1.8145234298360209,3.4592995456111817,1.6447761157751608,792,133,2.1099206231977363,0.46523120228450804,2.9349139714035553,-0.289989345739783,1.5415214696711796
Deep Learning,vision attention mechanism,24.35560205651074,4.963537756589805,24.35560205651074,4.963537756589805,1.1835471292497077,-1.4473358057485621,3.232999694045362,1.7856638882968,792,133,1.8349361034269625,0.4652310907136235,3.227267241884984,0.04068824224492698,1.5230660411863617
Deep Learning,evaluating,30.193796265445876,4.406674146553613,43.68432084082089,4.406674146553613,0.8141952672447021,-1.7525850939241667,3.4402192373986455,1.6876341434744788,792,133,2.0867355024183856,0.3447077573199459,3.023847768425258,-0.23420963482490684,1.519455118365899
Distributed Systems and Cloud,distributed,8.271993061334749,5.0304753832221145,16.108641059513364,5.845285887689284,3.2879959308486026,-0.430172513704133,2.226998357691048,1.796825843986915,98,33,1.8624697525106555,0.4497440021829383,4.0301979345775685,0.37224298890948426,1.7231749874656057
Distributed Systems and Cloud,cloud computing,15.023814254706744,2.14417113147887,15.023814254706744,2.14417113147887,3.9544759745937252,-1.6285257023854485,2.7740760066030443,1.1455503042175958,98,33,2.699852764285336,0.5807690060823174,2.3382575130179006,-0.9611213142923786,1.6257111787131717
Distributed Systems and Cloud,scheduling cloud computing,7.437250893180579,1.7945390958264371,7.437250893180579,1.7945390958264371,3.9544721518518564,-1.1049893420858143,2.1326565319916226,1.0276671899058083,98,33,1.7180656769692424,0.580768254559788,2.0320104732563617,-0.37860131864742086,1.2299987099421639
Distributed Systems and Cloud,services,8.431887484431883,1.4287482441840436,12.329837816400303,3.5546097216805963,3.5744736813658577,-1.35672023525307,2.2440962340324373,0.8873759987793672,98,33,1.88864057344289,0.5060633904840278,1.6675497764218812,-0.6586931898358251,1.174915882823158
Distributed Systems and Cloud,cloud,3.677610178335573,2.5577188748873043,3.677610178335573,2.5577188748873043,3.9544644127933086,-0.27366775984596226,1.5427873338508689,1.2691195740049066,98,33,0.8151838892110355,0.5807667331186197,2.6592765435956736,0.5463801748801003,1.0867969018271448
Distributed Systems and Cloud,scheduling cloud,4.840861246776805,1.7945390958264371,4.840861246776805,1.7945390958264371,3.9544680915759614,-0.7372110698242924,1.7648782597301007,1.0276671899058083,98,33,1.1551268000033839,0.5807674563398413,2.0320104732563617,0.030612279112011684,1.0457442794657794
Distributed Systems and Cloud,computing environments,8.718270880380146,0.715294694334184,8.718270880380146,0.715294694334184,3.9544732641853777,-1.7344228103952708,2.274007709682512,0.5395848992872413,98,33,1.9344244975646259,0.580768473236259,0.7640277130908477,-1.0789492009006556,0.9929109635248321
Distributed Systems and Cloud,heterogeneous,5.37957456075339,1.6728031934495118,18.316437057104324,1.6728031934495118,2.7292872292949633,-0.8699736050105438,1.853101411865777,0.9831278068552332,98,33,1.2901653434177434,0.33990604006133296,1.916302177868377,-0.11710779781683182,0.9895876051774896
Distributed Systems and Cloud,computing platform,5.0469405400464336,1.4639264576932531,5.0469405400464336,1.4639264576932531,3.954468566477381,-0.897796249764931,1.7995524482753817,0.9017561985104507,98,33,1.2082007585038548,0.5807675497019171,1.704907913967995,-0.14806504955743874,0.9836856461499722
Distributed Systems and Cloud,cloud computing platform,5.0469405400464336,1.4639264576932531,5.0469405400464336,1.4639264576932531,3.954468566477381,-0.897796249764931,1.7995524482753817,0.9017561985104507,98,33,1.2082007585038548,0.5807675497019171,1.704907913967995,-0.14806504955743874,0.9836856461499722
Distributed Systems and Cloud,parallel distributed,2.562924525421893,3.0906188280041054,6.5852131579962165,3.0906188280041054,3.0107937288948614,0.13811455777421555,1.2705817035258875,1.408696261300103,98,33,0.3985330335292585,0.3952481175232692,3.0218810400362783,1.0045554842883935,0.9828194051047792
Distributed Systems and Cloud,computing intelligent,4.4740167043664725,1.5774951576988891,11.045339061089956,1.5774951576988891,3.050752833239096,-0.7531946039711479,1.7000126621970377,0.9468180582258898,98,33,1.0558404381298463,0.403103779296874,1.8219735448224983,0.012827978063105528,0.908944815811811
Distributed Systems and Cloud,computing,3.014433068577746,2.7183750498793104,32.9541215640006,3.2580033066587797,1.5627737822583,-0.07660937578035099,1.3898961340855673,1.3132867583052164,98,33,0.5811613631803526,0.11057819989406245,2.7740179085955607,0.7656399202051519,0.8970055789799871
Distributed Systems and Cloud,cloud-edge,4.055590397154106,1.5285347265443314,5.3137947649740225,1.5285347265443314,3.6842592402153134,-0.6928546648485485,1.6204946403417055,0.927639975493157,98,33,0.9341263802369526,0.5276464122284065,1.7721510481953116,0.07996604857801064,0.8943712902601664
Distributed Systems and Cloud,ddos attack,3.1823610725720246,1.7595479990177714,3.1823610725720246,1.7595479990177714,3.954462030330206,-0.4158090391209066,1.4308759369666226,1.015066897845716,98,33,0.64388699422508,0.5807662647441496,1.9992763351564133,0.38822470820569294,0.870462414965129
Explainable / Fair / Causal AI,interpretability ai,15.10434367204902,0.7885409154902498,15.10434367204902,0.7885409154902498,4.875915474032738,-2.197688872456019,2.779089028897721,0.5814001564417022,19,2,1.4746227925047108,0.5426505618188475,1.5692481084056167,-0.6574311781601214,1.0007507894126497
Explainable / Fair / Causal AI,interpretability,41.3188444271774,0.0,54.32794756648923,0.584890375001345,4.602198094187214,-3.745232481581242,3.745232481581242,0.0,19,2,2.7384016149949573,0.47344268897922104,-0.36994321137342384,-2.206354081990569,0.9427694022180078
