topic,keyword,window_weight,target_weight,global_window_weight,global_target_weight,topic_specificity,trend_ratio,raw_strength,continuity,topic_window_papers,topic_target_papers,z_strength,z_specificity,z_continuity,z_trend,influence_score
Bioinformatics and Computational Biology,drug-target,6.463887225752236,0.0,6.463887225752236,0.0,4.231405087879537,-2.0100763543408986,2.0100763543408986,0.0,46,4,0.8135691573243167,0.5613547067042324,-0.30825000970838834,-0.7096794825939572,0.361216124739923
Bioinformatics and Computational Biology,biology,8.544028438133495,0.0,25.081720463582254,0.0,3.1545049465034207,-2.255915664478256,2.255915664478256,0.0,46,4,1.2302197495877074,0.10139805025927992,-0.30825000970838834,-1.0172374964980617,0.3591335633213831
Bioinformatics and Computational Biology,liquid,6.395812997293667,0.0,6.395812997293667,0.0,4.231404994733882,-2.0009140289020433,2.0009140289020433,0.0,46,4,0.7980407688071343,0.5613546669206328,-0.30825000970838834,-0.6982169275894589,0.35615101289842
Bioinformatics and Computational Biology,literature medicine,7.700940565702302,0.0,15.648769649613431,0.0,3.522360454960323,-2.1634311308172296,2.1634311308172296,0.0,46,4,1.0734761608445555,0.2585134439934526,-0.30825000970838834,-0.9015344404093513,0.3551410515532452
Bioinformatics and Computational Biology,imaging,6.334100890145709,0.0,6.334100890145709,0.0,4.231404908563305,-1.9925348260510662,1.9925348260510662,0.0,46,4,0.7838396232352399,0.5613546301161706,-0.30825000970838834,-0.6877341004715898,0.3515188263401105
Bioinformatics and Computational Biology,advances medicine,6.143099596920088,0.0,6.143099596920088,0.0,4.2314046308906885,-1.9661467993655752,1.9661467993655752,0.0,46,4,0.7391169670374618,0.5613545115189457,-0.30825000970838834,-0.6547212797241528,0.33693101035657547
Bioinformatics and Computational Biology,past,5.939843162490542,0.0,5.939843162490542,0.0,4.2314043157888666,-1.937279175198587,1.937279175198587,0.0,46,4,0.6901918675499452,0.561354376935269,-0.30825000970838834,-0.6186063510336663,0.3209724230555145
Bioinformatics and Computational Biology,potentials,7.036245884691436,0.0,14.115015993842007,0.0,3.5352454691830326,-2.08396204438048,2.08396204438048,0.0,46,4,0.9387912647959845,0.26401678439839477,-0.30825000970838834,-0.802114399010747,0.31286009939515985
Bioinformatics and Computational Biology,n2c2 shared,5.5938071793747035,0.0,5.5938071793747035,0.0,4.2314037266634825,-1.8861309023922501,1.8861309023922501,0.0,46,4,0.6035053317550688,0.5613541253129213,-0.30825000970838834,-0.5546171493467885,0.2926966534195473
Bioinformatics and Computational Biology,biocreative,5.835465108741749,0.0,8.655372558459886,0.0,3.8371810897957936,-1.922124515957564,1.922124515957564,0.0,46,4,0.6645076197996803,0.39297702238407556,-0.30825000970838834,-0.5996470686676432,0.26208144582665277
Bioinformatics and Computational Biology,neurology,5.939843162490542,0.0,9.532663332654701,0.0,3.758366540579273,-1.937279175198587,1.937279175198587,0.0,46,4,0.6901918675499452,0.3593144058200891,-0.30825000970838834,-0.6186063510336663,0.26036043172096046
Bioinformatics and Computational Biology,skin,5.694134832867563,0.0,9.304660290402968,0.0,3.7403291038242745,-1.9012317449327942,1.9012317449327942,0.0,46,4,0.6290983704952058,0.3516104054379694,-0.30825000970838834,-0.5735091041665992,0.23812155747113556
Bioinformatics and Computational Biology,stroke,5.32527321309241,0.0,9.223778306613976,0.0,3.682087042259429,-1.8445532294265101,1.8445532294265101,0.0,46,4,0.5330391314698903,0.3267345391690734,-0.30825000970838834,-0.5026012755918849,0.19932588483781205
Bioinformatics and Computational Biology,heal,4.9038657859809325,0.0,7.279476362627884,0.0,3.8363710224641583,-1.7756073543129722,1.7756073543129722,0.0,46,4,0.41618906512320586,0.39263103314418357,-0.30825000970838834,-0.4163463296072399,0.1809803010901358
Bioinformatics and Computational Biology,image computing computer-assisted,4.318762467232185,0.0,4.318762467232185,0.0,4.2314007410969845,-1.671240657352252,1.671240657352252,0.0,46,4,0.23930748309728034,0.5613528501425212,-0.30825000970838834,-0.2857780571164159,0.17390104062834924
Bioinformatics and Computational Biology,trans comput,4.9038657859809325,0.0,7.918126086353281,0.0,3.752276017318254,-1.7756073543129722,1.7756073543129722,0.0,46,4,0.41618906512320586,0.356713072040377,-0.30825000970838834,-0.4163463296072399,0.1702049127589938
Bioinformatics and Computational Biology,processing trans comput,4.9038657859809325,0.0,7.918126086353281,0.0,3.752276017318254,-1.7756073543129722,1.7756073543129722,0.0,46,4,0.41618906512320586,0.356713072040377,-0.30825000970838834,-0.4163463296072399,0.1702049127589938
Bioinformatics and Computational Biology,language processing smart,4.229926494401044,0.0,4.229926494401044,1.5849981755865785,4.2314004660137385,-1.6543972233702338,1.6543972233702338,0.0,46,4,0.21076108528793008,0.5613527326512469,-0.30825000970838834,-0.26470602799324583,0.16458964916954383
Bioinformatics and Computational Biology,processing smart,4.229926494401044,0.0,4.229926494401044,1.5849981755865785,4.2314004660137385,-1.6543972233702338,1.6543972233702338,0.0,46,4,0.21076108528793008,0.5613527326512469,-0.30825000970838834,-0.26470602799324583,0.16458964916954383
Bioinformatics and Computational Biology,predicting,6.10709326416979,0.0,24.199676753095115,0.0,2.8545232538819785,-1.9610933366191845,1.9610933366191845,0.0,46,4,0.7305523146021443,-0.026727642208863124,-0.30825000970838834,-0.6483991298419801,0.15771271825232314
Bioinformatics and Computational Biology,similarity,4.161974646365829,0.0,4.161974646365829,0.0,4.2314002476722195,-1.6413191896930834,1.6413191896930834,0.0,46,4,0.1885963205308993,0.5613526393950281,-0.30825000970838834,-0.24834471433161862,0.15735984665602862
Bioinformatics and Computational Biology,imaging collaboration isic,4.1422335494773534,0.0,4.1422335494773534,0.0,4.231400182897654,-1.6374875277806111,1.6374875277806111,0.0,46,4,0.1821023867320586,0.561352611729053,-0.30825000970838834,-0.24355110208509242,0.15524162606135244
Bioinformatics and Computational Biology,language representation,6.238472582737788,0.0,28.14094045670456,0.0,2.7249218354212332,-1.9794102149053732,1.9794102149053732,0.0,46,4,0.7615959185810722,-0.08208192513202589,-0.30825000970838834,-0.6713145159268004,0.1512323363584634
Bioinformatics and Computational Biology,language processing trans,4.731595011050083,0.0,8.146299897128898,0.0,3.6881055026409473,-1.7459938534310957,1.7459938534310957,0.0,46,4,0.3659998473185657,0.32930509404939146,-0.30825000970838834,-0.3792982695923929,0.14561163824132675
Bioinformatics and Computational Biology,segmentation medical,4.606081591371049,0.0,7.52926442451902,0.0,3.739986560830429,-1.7238520069304848,1.7238520069304848,0.0,46,4,0.3284736540782327,0.3514641013155309,-0.30825000970838834,-0.3515976454322757,0.1400189255410471
Bioinformatics and Computational Biology,segmentation medical image,4.606081591371049,0.0,7.52926442451902,0.0,3.739986560830429,-1.7238520069304848,1.7238520069304848,0.0,46,4,0.3284736540782327,0.3514641013155309,-0.30825000970838834,-0.3515976454322757,0.1400189255410471
Bioinformatics and Computational Biology,phenotyping,4.660945609309815,0.0,8.168002600207219,0.0,3.670400939349292,-1.7335909470433095,1.7335909470433095,0.0,46,4,0.3449792941394538,0.32174326782004226,-0.30825000970838834,-0.3637815759719352,0.13648653846292302
Bioinformatics and Computational Biology,proteins,3.7774701873102905,0.0,3.7774701873102905,0.4153996547506898,4.231398864208253,-1.5639111568847288,1.5639111568847288,0.0,46,4,0.05740451602443209,0.5613520485013734,-0.30825000970838834,-0.15150316032034428,0.11456710298647277
Bioinformatics and Computational Biology,language processing comprehensive,3.7351129695412304,0.0,3.7351129695412304,4.723126669075581,4.231398694388095,-1.5550055847570734,1.5550055847570734,0.0,46,4,0.0423112752430501,0.5613519759691961,-0.30825000970838834,-0.14036181732385153,0.10964391921391603
Bioinformatics and Computational Biology,processing comprehensive,3.7351129695412304,0.0,3.7351129695412304,4.723126669075581,4.231398694388095,-1.5550055847570734,1.5550055847570734,0.0,46,4,0.0423112752430501,0.5613519759691961,-0.30825000970838834,-0.14036181732385153,0.10964391921391603
Bioinformatics and Computational Biology,unstructured clinical,4.245742923877948,0.0,6.836723076499711,0.0,3.755013921097407,-1.657416876026999,1.657416876026999,0.0,46,4,0.21587881876663198,0.3578824627940248,-0.30825000970838834,-0.2684837735998213,0.10521788704320043
Bioinformatics and Computational Biology,interaction,4.790577633491512,0.0,12.118194467339759,2.2555910431151993,3.303352274026424,-1.7562320505969795,1.7562320505969795,0.0,46,4,0.3833516325578403,0.1649724862332241,-0.30825000970838834,-0.3921067971811602,0.10197171723330971
Bioinformatics and Computational Biology,biomedical imaging,3.6331491090191648,0.0,3.6331491090191648,0.0,4.231398269352039,-1.5332367900347152,1.5332367900347152,0.0,46,4,0.0054173333878478214,0.561351794431321,-0.30825000970838834,-0.11312790072136086,0.09760967967072165
Bioinformatics and Computational Biology,language pretraining,4.9038657859809325,0.0,14.044301658733183,0.0,3.17921701451232,-1.7756073543129722,1.7756073543129722,0.0,46,4,0.41618906512320586,0.11195286378236946,-0.30825000970838834,-0.4163463296072399,0.09677685028159154
Bioinformatics and Computational Biology,segmenting,3.5996002628559043,0.0,3.5996002628559043,0.0,4.231398124239002,-1.5259694003399285,1.5259694003399285,0.0,46,4,-0.006899501616488853,0.5613517324518442,-0.30825000970838834,-0.10403601082162536,0.09359211606511753
Bioinformatics and Computational Biology,computational,3.8445311539618916,0.0,4.862293901240477,0.0,3.9965435869594854,-1.57785047161219,1.57785047161219,0.0,46,4,0.08102898736588474,0.4610426104008658,-0.30825000970838834,-0.16894198224986737,0.09218017789994924
Bioinformatics and Computational Biology,clinical,5.533240107691835,0.0,26.668696878756265,0.0,2.658694920092508,-1.8769030082357139,1.8769030082357139,0.0,46,4,0.5878658168072092,-0.11036821591321026,-0.30825000970838834,-0.5430725643993453,0.0860786035673084
Bioinformatics and Computational Biology,processing neural,4.279301417573346,0.0,8.601092244057298,0.0,3.533307936133231,-1.6637937816870148,1.6637937816870148,0.0,46,4,0.22668645371552948,0.2631892413522963,-0.30825000970838834,-0.27646162074945935,0.0803351898752771
Bioinformatics and Computational Biology,language processing neural,4.279301417573346,0.0,8.601092244057298,0.0,3.533307936133231,-1.6637937816870148,1.6637937816870148,0.0,46,4,0.22668645371552948,0.2631892413522963,-0.30825000970838834,-0.27646162074945935,0.0803351898752771
Bioinformatics and Computational Biology,classifying,3.473147795805069,0.0,3.473147795805069,0.0,4.231397552081039,-1.4980923656676584,1.4980923656676584,0.0,46,4,-0.05414574144794136,0.5613514880764807,-0.30825000970838834,-0.06916036212024873,0.07818111169006516
Bioinformatics and Computational Biology,fine-tuning large,3.3718547436669266,0.0,3.3718547436669266,0.0,4.23139706280553,-1.4751873455324664,1.4751873455324664,0.0,46,4,-0.09296536797471791,0.5613512791011834,-0.30825000970838834,-0.04050496727197519,0.06551873787159267
Bioinformatics and Computational Biology,medicine nature,5.440690222797129,0.0,28.993578645507306,2.090858555562159,2.558243565326605,-1.8626357118261399,1.8626357118261399,0.0,46,4,0.5636854792699576,-0.15327216540517488,-0.30825000970838834,-0.5252234199925454,0.06532019814549839
Bioinformatics and Computational Biology,medicine scientific,4.828049037668952,0.0,18.583174930090554,0.0,2.8835967855320597,-1.7626823024480318,1.7626823024480318,0.0,46,4,0.394283575266626,-0.014309996509857344,-0.30825000970838834,-0.4001764043053524,0.05175278878148029
Bioinformatics and Computational Biology,healthcare medicine,4.229926494401044,0.0,10.221550787136147,0.0,3.349094722680637,-1.6543972233702338,1.6543972233702338,0.0,46,4,0.21076108528793008,0.1845096215090273,-0.30825000970838834,-0.26470602799324583,0.051536715826877966
Bioinformatics and Computational Biology,machine medicine bmc,3.7774701873102905,0.0,6.210525110264458,0.0,3.7342138891436765,-1.5639111568847288,1.5639111568847288,0.0,46,4,0.05740451602443209,0.3489985256639202,-0.30825000970838834,-0.15150316032034428,0.050861046135236815
Bioinformatics and Computational Biology,subword,5.020734655286241,0.0,22.75903619198992,0.0,2.7200254901258285,-1.795209287636806,1.795209287636806,0.0,46,4,0.44941059151098983,-0.08417321152372093,-0.30825000970838834,-0.4408693876909555,0.04877533243650645
Bioinformatics and Computational Biology,actionable,3.2215981933737554,0.0,3.2215981933737554,0.0,4.2313962803514835,-1.4402137751610002,1.4402137751610002,0.0,46,4,-0.15223887797885485,0.5613509449059009,-0.30825000970838834,0.0032488239202213653,0.046184612730572776
Bioinformatics and Computational Biology,disease recognition,3.219296069439706,0.0,3.219296069439706,1.9547191792946808,4.231396267795177,-1.4396683059442439,1.4396683059442439,0.0,46,4,-0.15316334393222902,0.5613509395429555,-0.30825000970838834,0.003931234836757367,0.04588306583199309
Bioinformatics and Computational Biology,corpus resource,3.219296069439706,0.0,3.219296069439706,0.0,4.231396267795177,-1.4396683059442439,1.4396683059442439,0.0,46,4,-0.15316334393222902,0.5613509395429555,-0.30825000970838834,0.003931234836757367,0.04588306583199309
Bioinformatics and Computational Biology,u-net,4.444271851918425,0.0,14.807558707669447,0.0,3.0278884192346602,-1.694564019603886,1.694564019603886,0.0,46,4,0.27883611946665254,0.047318649304990246,-0.30825000970838834,-0.31495682013714926,0.0325843586227655
Bioinformatics and Computational Biology,question,5.017094113560243,0.0,26.424309961286404,0.0,2.5699783191554073,-1.7946044373923151,1.7946044373923151,0.0,46,4,0.448385486077457,-0.14826011467928002,-0.30825000970838834,-0.44011268795973235,0.029214889289547893
Bioinformatics and Computational Biology,translational,3.0444546597697184,0.0,3.0444546597697184,0.0,4.231395258683757,-1.3973467230705239,1.3973467230705239,0.0,46,4,-0.22489032917314675,0.5613505085396554,-0.30825000970838834,0.05687777933627902,0.02248679688458815
Bioinformatics and Computational Biology,implications,3.0444546597697184,0.0,3.0444546597697184,1.6912840190268852,4.231395258683757,-1.3973467230705239,1.3973467230705239,0.0,46,4,-0.22489032917314675,0.5613505085396554,-0.30825000970838834,0.05687777933627902,0.02248679688458815
Bioinformatics and Computational Biology,interpretable deep,3.034061069744708,0.0,3.034061069744708,0.0,4.231395195033998,-1.3947735781741748,1.3947735781741748,0.0,46,4,-0.22925131743187702,0.5613504813540982,-0.30825000970838834,0.060096920056151824,0.021064307497416144
Bioinformatics and Computational Biology,health record,2.9620175570457836,0.0,2.9620175570457836,0.0,4.2313947415647615,-1.3767533796259006,1.3767533796259006,0.0,46,4,-0.2597921060211687,0.5613502876720791,-0.30825000970838834,0.08264114405583774,0.011102356357062321
Bioinformatics and Computational Biology,medicine computational,4.266434053186828,0.0,14.829703156109792,0.0,2.9855563865111785,-1.6613534832729906,1.6613534832729906,0.0,46,4,0.22255061482575025,0.029238142595120108,-0.30825000970838834,-0.2734086780238584,0.008800818964772635
Bioinformatics and Computational Biology,modeling,5.74134403616649,0.0,59.36084537942133,2.6916249528602303,1.8954715128022017,-1.9082593169384447,1.9082593169384447,0.0,46,4,0.6410087604027105,-0.43634986736808407,-0.30825000970838834,-0.5823009694196309,0.005618445067018224
Bioinformatics and Computational Biology,medicine bmc,2.9206840805607155,0.0,2.9206840805607155,0.0,4.231394471296868,-1.366266148924333,1.366266148924333,0.0,46,4,-0.2775659554538309,0.5613501722374981,-0.30825000970838834,0.09576122580405824,0.005304790128445208
Bioinformatics and Computational Biology,multi-task joint,3.5996002628559043,0.0,7.321005098402821,0.0,3.5214814043848706,-1.5259694003399285,1.5259694003399285,0.0,46,4,-0.006899501616488853,0.25813799120261677,-0.30825000970838834,-0.10403601082162536,0.0026279936903492677
Bioinformatics and Computational Biology,word embeddings,4.678590461276428,0.0,24.408368584775246,0.0,2.5794824986171023,-1.7367030437107316,1.7367030437107316,0.0,46,4,0.3502537025281604,-0.14420076837641121,-0.30825000970838834,-0.3676749739381723,-0.0015762488371540984
Bioinformatics and Computational Biology,images deep,3.473147795805069,0.0,6.607919784704574,0.0,3.588197824060142,-1.4980923656676584,1.4980923656676584,0.0,46,4,-0.05414574144794136,0.2866333550202899,-0.30825000970838834,-0.06916036212024873,-0.004234328226792119
Bioinformatics and Computational Biology,answering,5.017094113560243,0.0,35.10663839617074,0.0,2.285873034029652,-1.7946044373923151,1.7946044373923151,0.0,46,4,0.448385486077457,-0.2696048076587032,-0.30825000970838834,-0.44011268795973235,-0.007188518604279069
Bioinformatics and Computational Biology,concept normalization,3.219296069439706,0.0,5.222589549541558,0.0,3.7475724697697577,-1.4396683059442439,1.4396683059442439,0.0,46,4,-0.15316334393222902,0.35470413182325367,-0.30825000970838834,0.003931234836757367,-0.01611097648391745
Bioinformatics and Computational Biology,cancer classification deep,3.4189652577978684,0.0,7.123117089717875,1.4341223016520945,3.4973985506508782,-1.4859055641122363,1.4859055641122363,0.0,46,4,-0.07480003828527791,0.2478519224618465,-0.30825000970838834,-0.05391402710517377,-0.022605843227752262
Bioinformatics and Computational Biology,skin cancer classification,3.4189652577978684,0.0,7.123117089717875,1.4341223016520945,3.4973985506508782,-1.4859055641122363,1.4859055641122363,0.0,46,4,-0.07480003828527791,0.2478519224618465,-0.30825000970838834,-0.05391402710517377,-0.022605843227752262
Bioinformatics and Computational Biology,scientific,4.150492230643197,0.0,16.98137077233661,0.0,2.822520690680696,-1.639092288873955,1.639092288873955,0.0,46,4,0.18482214973338407,-0.04039631157027711,-0.30825000970838834,-0.24555874331376187,-0.02439590985078336
Bioinformatics and Computational Biology,genetic machine,3.312181096510041,0.0,6.436368020450283,0.0,3.5670476775895934,-1.4614438309877904,1.4614438309877904,0.0,46,4,-0.11625799547037914,0.27759987988165413,-0.30825000970838834,-0.02331110175445062,-0.027204346340778156
Bioinformatics and Computational Biology,question answering,5.054758335068345,0.0,42.556236283720565,0.0,2.100916291727034,-1.8008444645765826,1.8008444645765826,0.0,46,4,0.4589611382000247,-0.3486019973774766,-0.30825000970838834,-0.4479192928775083,-0.027438075162661592
Bioinformatics and Computational Biology,unstructured,3.7372237442097185,0.0,10.973617217530762,1.303750531162927,3.154257895760117,-1.5554512561404312,1.5554512561404312,0.0,46,4,0.04306660296393874,0.1012925319948687,-0.30825000970838834,-0.14091937585850103,-0.028127538743491665
Bioinformatics and Computational Biology,literature,3.864499956755896,0.0,12.739693720206363,0.9738251409118325,3.038519236665451,-1.5819639265436127,1.5819639265436127,0.0,46,4,0.08800050641411376,0.05185919587274816,-0.30825000970838834,-0.17408813250665736,-0.028300853864873448
Bioinformatics and Computational Biology,interactions medicine,2.6573282898585404,0.0,2.6573282898585404,0.0,4.231392551844574,-1.2967329054029806,1.2967329054029806,0.0,46,4,-0.39541149886582283,0.5613493524169544,-0.30825000970838834,0.18275100081517806,-0.03313469568140269
Bioinformatics and Computational Biology,benchmarking,4.111878958603252,0.0,17.67067555049468,1.2578641177044871,2.7733843681802184,-1.6315670389003953,1.6315670389003953,0.0,46,4,0.17206829089501582,-0.061383010094097974,-0.30825000970838834,-0.2361442565308842,-0.03485201426498914
Bioinformatics and Computational Biology,network deep neural,3.214423087292785,0.0,6.112152450360051,0.0,3.588773610460008,-1.4385127107439193,1.4385127107439193,0.0,46,4,-0.1551218566874225,0.2868792801317589,-0.30825000970838834,0.005376945713876127,-0.0370972660057314
Bioinformatics and Computational Biology,entity recognition medicine,3.1673236731375902,0.0,5.7474398591659615,0.0,3.6355365655780054,-1.4272740247627378,1.4272740247627378,0.0,46,4,-0.17416927903702653,0.30685228566417,-0.30825000970838834,0.01943713786676174,-0.037318314070561104
Bioinformatics and Computational Biology,recent advances,2.61922625576428,0.0,2.61922625576428,0.0,4.231392242178463,-1.2862602614901293,1.2862602614901293,0.0,46,4,-0.41316062648261903,0.5613492201549333,-0.30825000970838834,0.19585283371717335,-0.03892420311652797
Bioinformatics and Computational Biology,systematic medicine,3.621533092331088,0.0,10.598058830169006,0.0,3.157635240543358,-1.5307264882144425,1.5307264882144425,0.0,46,4,0.0011628521187938986,0.10273503548658178,-0.30825000970838834,-0.1099873800222441,-0.041363088450409986
Bioinformatics and Computational Biology,pre-trained,5.304968890112972,0.0,60.019612143783704,0.0,1.805385570043706,-1.841338035243405,1.841338035243405,0.0,46,4,0.5275899925185807,-0.47482662805542186,-0.30825000970838834,-0.4985788971662404,-0.042919883067495966
Bioinformatics and Computational Biology,unsupervised representation,3.3772595876541067,0.0,8.27851253877838,0.0,3.3348084529590265,-1.4764228636592271,1.4764228636592271,0.0,46,4,-0.09087140115151385,0.17840778847757652,-0.30825000970838834,-0.042050665968399,-0.04868129245585016
Bioinformatics and Computational Biology,machine techniques,3.6583028542217586,0.0,11.813831689563038,0.0,3.0591375251379995,-1.5386511874296644,1.5386511874296644,0.0,46,4,0.01459370099193239,0.06066550823457246,-0.30825000970838834,-0.1199015989893381,-0.04960302897346678
Bioinformatics and Computational Biology,deep representation,3.1222352031575564,0.0,6.022441339631667,0.0,3.5744610163956145,-1.4163955412861744,1.4163955412861744,0.0,46,4,-0.19260622706175537,0.280766203665356,-0.30825000970838834,0.03304669758473802,-0.05115796190829923
Bioinformatics and Computational Biology,patients,3.091401728104016,0.0,6.001628908414608,0.0,3.567998249296062,-1.408887632147177,1.408887632147177,0.0,46,4,-0.20533069650350239,0.2780058801847646,-0.30825000970838834,0.04243949006398933,-0.05613656748125032
Bioinformatics and Computational Biology,network medicine briefings,3.214423087292785,0.0,7.141616645877479,0.0,3.4331147868723932,-1.4385127107439193,1.4385127107439193,0.0,46,4,-0.1551218566874225,0.22039557445406746,-0.30825000970838834,0.005376945713876127,-0.057042377709038826
