paper_id,topic_id,topic_name,title,year
6c2b28f9354f667cd5bd07afc0471d8334430da7,natural_language_processing,Natural Language Processing,A Neural Probabilistic Language Model,2003
b3bf6373ff41a115197cb5b30e57830c16130c2c,natural_language_processing,Natural Language Processing,Using TF-IDF to Determine Word Relevance in Document Queries,2003
b3bf6373ff41a115197cb5b30e57830c16130c2c,machine_learning,Machine Learning,Using TF-IDF to Determine Word Relevance in Document Queries,2003
e73f87a22a17812391c55e87c292cffec29f5dbe,optimization,Optimization,Automatic differentiation,2003
e73f87a22a17812391c55e87c292cffec29f5dbe,machine_learning,Machine Learning,Automatic differentiation,2003
1f1eaf19e38b541eec8a02f099e3090536a4c936,bioinformatics_and_computational_biology,Bioinformatics and Computational Biology,The Unified Medical Language System (UMLS): integrating biomedical terminology,2004
24e6cf0796237f21c780a3f0c996817f57b3a1bd,computer_networks,Computer Networks,Support-vector networks,2004
29890a936639862f45cb9a987dd599dce9759bf5,software_engineering,Software Engineering,Procedures for Performing Systematic Reviews,2004
3bd4d2de49d8a092abb295b845dba14874f8787d,natural_language_processing,Natural Language Processing,Introduction to the Bio-entity Recognition Task at JNLPBA,2004
3bd4d2de49d8a092abb295b845dba14874f8787d,machine_learning,Machine Learning,Introduction to the Bio-entity Recognition Task at JNLPBA,2004
44fca068eecce2203d111213e3691647914a3945,natural_language_processing,Natural Language Processing,LexRank: Graph-based Lexical Centrality as Salience in Text Summarization,2004
44fca068eecce2203d111213e3691647914a3945,machine_learning,Machine Learning,LexRank: Graph-based Lexical Centrality as Salience in Text Summarization,2004
60b05f32c32519a809f21642ef1eb3eaf3848008,natural_language_processing,Natural Language Processing,ROUGE: A Package for Automatic Evaluation of Summaries,2004
60b05f32c32519a809f21642ef1eb3eaf3848008,machine_learning,Machine Learning,ROUGE: A Package for Automatic Evaluation of Summaries,2004
6ccb34bf2122304af5cbecf54402ee3d970e43f2,machine_learning,Machine Learning,Induction of decision trees,2004
8c04f169203f9e55056a6f7f956695babe622a38,computer_vision,Computer Vision,Distinctive Image Features from Scale-Invariant Keypoints,2004
8c04f169203f9e55056a6f7f956695babe622a38,machine_learning,Machine Learning,Distinctive Image Features from Scale-Invariant Keypoints,2004
eae2e0fa72e898c289365c0af16daf57a7a6cf40,computer_vision,Computer Vision,Image quality assessment: from error visibility to structural similarity,2004
eae2e0fa72e898c289365c0af16daf57a7a6cf40,machine_learning,Machine Learning,Image quality assessment: from error visibility to structural similarity,2004
6af58c061f2e4f130c3b795c21ff0c7e3903278f,natural_language_processing,Natural Language Processing,Seeing Stars: Exploiting Class Relationships for Sentiment Categorization with Respect to Rating Scales,2005
6af58c061f2e4f130c3b795c21ff0c7e3903278f,machine_learning,Machine Learning,Seeing Stars: Exploiting Class Relationships for Sentiment Categorization with Respect to Rating Scales,2005
7533d30329cfdbf04ee8ee82bfef792d08015ee5,natural_language_processing,Natural Language Processing,METEOR: An Automatic Metric for MT Evaluation with Improved Correlation with Human Judgments,2005
7533d30329cfdbf04ee8ee82bfef792d08015ee5,machine_learning,Machine Learning,METEOR: An Automatic Metric for MT Evaluation with Improved Correlation with Human Judgments,2005
e12c07178f0dc2fcccee21c96ed26f142dc1e08f,deep_learning,Deep Learning,A new model for learning in graph domains,2005
e12c07178f0dc2fcccee21c96ed26f142dc1e08f,machine_learning,Machine Learning,A new model for learning in graph domains,2005
e8b12467bdc20bde976750b8a28decdb33246d1d,computer_vision,Computer Vision,Histograms of oriented gradients for human detection,2005
e8b12467bdc20bde976750b8a28decdb33246d1d,machine_learning,Machine Learning,Histograms of oriented gradients for human detection,2005
fd3fde428c91e084b329196ec69380d40e54e16b,machine_learning,Machine Learning,Requirements engineering paper classification and evaluation criteria: a proposal and a discussion,2005
02552a8b40f3a82a5353f596264db71d899a9b4a,deep_learning,Deep Learning,Supporting Online Material for Reducing the Dimensionality of Data with Neural Networks,2006
02552a8b40f3a82a5353f596264db71d899a9b4a,machine_learning,Machine Learning,Supporting Online Material for Reducing the Dimensionality of Data with Neural Networks,2006
13ef25201af7f2a7e401ef31a6197f66357f6f01,computer_vision,Computer Vision,The PASCAL Visual Object Classes Challenge,2006
13ef25201af7f2a7e401ef31a6197f66357f6f01,machine_learning,Machine Learning,The PASCAL Visual Object Classes Challenge,2006
30c9bb327b7f2b9f1d1e5b69b9d0c97b410948d9,data_mining,Data Mining,Model compression,2006
30c9bb327b7f2b9f1d1e5b69b9d0c97b410948d9,machine_learning,Machine Learning,Model compression,2006
355d44f53428b1ac4fb2ab468d593c720640e5bd,deep_learning,Deep Learning,Greedy Layer-Wise Training of Deep Networks,2006
355d44f53428b1ac4fb2ab468d593c720640e5bd,machine_learning,Machine Learning,Greedy Layer-Wise Training of Deep Networks,2006
55bdaa9d27ed595e2ccf34b3a7847020cc9c946c,software_engineering,Software Engineering,Performing systematic literature reviews in software engineering,2006
6a630ac89d7c0a57eb7bf4cb30dd5946bcf3ccce,machine_learning,Machine Learning,"google,我,萨娜",2006
6ed9417eaa7ee16f0563599829a061421a3e0563,natural_language_processing,Natural Language Processing,NLTK: The Natural Language Toolkit,2006
6ed9417eaa7ee16f0563599829a061421a3e0563,machine_learning,Machine Learning,NLTK: The Natural Language Toolkit,2006
812355cec91fa30bb50e9e992a3549af39e4f6eb,computer_vision,Computer Vision,One-shot learning of object categories,2006
85983d70db7bef99103c3833793f503c18445546,security_and_privacy,Security and Privacy,Differential Privacy,2006
8978cf7574ceb35f4c3096be768c7547b28a35d0,theory_and_algorithms,Theory and Algorithms,A Fast Learning Algorithm for Deep Belief Nets,2006
bd701166ecd1c3cd992bf68bdc675f3ec7f26c97,software_engineering,Software Engineering,An Introduction to Software Testing,2006
d40ee5dd758c525dfb9932d726bb4e844b7b8478,machine_learning,Machine Learning,An introduction to ROC analysis,2006
e4ce10063cd25447dcde75c2d9ce327446ced952,security_and_privacy,Security and Privacy,Calibrating Noise to Sensitivity in Private Data Analysis,2006
1c32125cc9fb052b881a6dec812b62ed998915d7,software_engineering,Software Engineering,Lessons from applying the systematic literature review process within the software engineering domain,2007
34446adc7d701a2c3a89c2fc5f6d3479eef407b0,recommender_systems,Recommender Systems,Content-Based Recommendation Systems,2007
34446adc7d701a2c3a89c2fc5f6d3479eef407b0,machine_learning,Machine Learning,Content-Based Recommendation Systems,2007
4a554da55fd9ff76c99e25d2ce937b225dc1100c,machine_learning,Machine Learning,A survey of named entity recognition and classification,2007
4a554da55fd9ff76c99e25d2ce937b225dc1100c,natural_language_processing,Natural Language Processing,A survey of named entity recognition and classification,2007
5740f80fb61c4489674c9a0beb40c4f5e0ed19ff,natural_language_processing,Natural Language Processing,YAGO: A Core of Semantic Knowledge Unifying WordNet and Wikipedia,2007
5740f80fb61c4489674c9a0beb40c4f5e0ed19ff,machine_learning,Machine Learning,YAGO: A Core of Semantic Knowledge Unifying WordNet and Wikipedia,2007
6a40d21075cf3d50c57a5fa58568a8db3b3422b3,computer_vision,Computer Vision,Learning to Detect A Salient Object,2007
6a40d21075cf3d50c57a5fa58568a8db3b3422b3,machine_learning,Machine Learning,Learning to Detect A Salient Object,2007
6e633b41d93051375ef9135102d54fa097dc8cf8,machine_learning,Machine Learning,Classification and Regression by randomForest,2007
8578cf1abe804dbe7c53ddd09dd0a701fad81547,software_engineering,Software Engineering,Quantum random access memory.,2007
d04d6db5f0df11d0cff57ec7e15134990ac07a4f,machine_learning,Machine Learning,Learning Deep Architectures for AI,2007
1976c9eeccc7115d18a04f1e7fb5145db6b96002,databases_and_data_management,Databases and Data Management,Freebase: a collaboratively created graph database for structuring human knowledge,2008
2258e01865367018ed6f4262c880df85b94959f8,natural_language_processing,Natural Language Processing,Evaluating Multiple Object Tracking Performance: The CLEAR MOT Metrics,2008
57458bc1cffe5caa45a885af986d70f723f406b4,deep_learning,Deep Learning,A unified architecture for natural language processing: deep neural networks with multitask learning,2008
57458bc1cffe5caa45a885af986d70f723f406b4,machine_learning,Machine Learning,A unified architecture for natural language processing: deep neural networks with multitask learning,2008
57458bc1cffe5caa45a885af986d70f723f406b4,natural_language_processing,Natural Language Processing,A unified architecture for natural language processing: deep neural networks with multitask learning,2008
627be67feb084f1266cfc36e5aed3c3e7e6ce5f0,distributed_systems_and_cloud,Distributed Systems and Cloud,MapReduce: simplified data processing on large clusters,2008
7047496e6159cdac94b2871516b593bf1c6bf0c5,computer_vision,Computer Vision,A mobile vision system for robust multi-person tracking,2008
7047496e6159cdac94b2871516b593bf1c6bf0c5,machine_learning,Machine Learning,A mobile vision system for robust multi-person tracking,2008
70fda5147aedd42c64143a464117b5ffde18a2e4,security_and_privacy,Security and Privacy,Differential Privacy: A Survey of Results,2008
843959ffdccf31c6694d135fad07425924f785b1,generative_models,Generative Models,Extracting and composing robust features with denoising autoencoders,2008
843959ffdccf31c6694d135fad07425924f785b1,machine_learning,Machine Learning,Extracting and composing robust features with denoising autoencoders,2008
843959ffdccf31c6694d135fad07425924f785b1,deep_learning,Deep Learning,Extracting and composing robust features with denoising autoencoders,2008
860a9d55d87663ca88e74b3ca357396cd51733d0,computer_vision,Computer Vision,"A discriminatively trained, multiscale, deformable part model",2008
860a9d55d87663ca88e74b3ca357396cd51733d0,machine_learning,Machine Learning,"A discriminatively trained, multiscale, deformable part model",2008
c2dedd7ac6bf7828534ebd7853a402c238d9307f,natural_language_processing,Natural Language Processing,Extracting Information from Textual Documents in the Electronic Health Record: A Review of Recent Research,2008
c8221c054459e37edbf313668523d667fe5c1536,reinforcement_learning,Reinforcement Learning,Maximum Entropy Inverse Reinforcement Learning,2008
c8221c054459e37edbf313668523d667fe5c1536,machine_learning,Machine Learning,Maximum Entropy Inverse Reinforcement Learning,2008
cdbb606ae47c64049262dfbd3bb147d3f4ba8420,computer_vision,Computer Vision,Speeded-Up Robust Features (SURF),2008
cdbb606ae47c64049262dfbd3bb147d3f4ba8420,machine_learning,Machine Learning,Speeded-Up Robust Features (SURF),2008
e28bdc373de80d7ec0e64631a89e64fbdcdae230,software_engineering,Software Engineering,Systematic Mapping Studies in Software Engineering,2008
123998ee48ab616bfea7fc07a4ed3409088f68d9,computer_vision,Computer Vision,Saliency-based discriminant tracking,2009
123998ee48ab616bfea7fc07a4ed3409088f68d9,machine_learning,Machine Learning,Saliency-based discriminant tracking,2009
17cd447e313b8405b65be57785fd7c6bea51379e,deep_learning,Deep Learning,Effective diagnosis of heart disease through neural networks ensembles,2009
17cd447e313b8405b65be57785fd7c6bea51379e,machine_learning,Machine Learning,Effective diagnosis of heart disease through neural networks ensembles,2009
27e57cc2f22c1921d2a1c3954d5062e3fe391553,software_engineering,Software Engineering,Guidelines for conducting and reporting case study research in software engineering,2009
2f52d46714a3fccbe9ea293763b03550ada7bd7d,computer_vision,Computer Vision,Frequency-tuned salient region detection,2009
2f52d46714a3fccbe9ea293763b03550ada7bd7d,machine_learning,Machine Learning,Frequency-tuned salient region detection,2009
3e083dc8aeb7983a5cdff146985363d38caf0886,computer_vision,Computer Vision,Pedestrian detection: A benchmark,2009
3e083dc8aeb7983a5cdff146985363d38caf0886,machine_learning,Machine Learning,Pedestrian detection: A benchmark,2009
3efd851140aa28e95221b55fcc5659eea97b172d,deep_learning,Deep Learning,The Graph Neural Network Model,2009
3efd851140aa28e95221b55fcc5659eea97b172d,graph_machine_learning,Graph Machine Learning,The Graph Neural Network Model,2009
3efd851140aa28e95221b55fcc5659eea97b172d,machine_learning,Machine Learning,The Graph Neural Network Model,2009
5aee63873bc5cde7022fc38f6036e10ce465bcc5,machine_learning,Machine Learning,Interacting quantum observables: categorical algebra and diagrammatics,2009
5b73be2f2373f9f6bf3d3137bcdc7b8065901746,bioinformatics_and_computational_biology,Bioinformatics and Computational Biology,What can natural language processing do for clinical decision support?,2009
5b73be2f2373f9f6bf3d3137bcdc7b8065901746,natural_language_processing,Natural Language Processing,What can natural language processing do for clinical decision support?,2009
5b73be2f2373f9f6bf3d3137bcdc7b8065901746,machine_learning,Machine Learning,What can natural language processing do for clinical decision support?,2009
5d90f06bb70a0a3dced62413346235c02b1aa086,computer_vision,Computer Vision,Learning Multiple Layers of Features from Tiny Images,2009
6e6e67042c647b8dd6818f893cbe1ffd474636a3,security_and_privacy,Security and Privacy,Fully homomorphic encryption using ideal lattices,2009
70d6dfdc40c4681ba5d51d60116db0311b5126ce,databases_and_data_management,Databases and Data Management,Language Models,2009
70d6dfdc40c4681ba5d51d60116db0311b5126ce,large_language_models,Large Language Models,Language Models,2009
70d6dfdc40c4681ba5d51d60116db0311b5126ce,deep_learning,Deep Learning,Language Models,2009
70d6dfdc40c4681ba5d51d60116db0311b5126ce,machine_learning,Machine Learning,Language Models,2009
70d6dfdc40c4681ba5d51d60116db0311b5126ce,natural_language_processing,Natural Language Processing,Language Models,2009
818826f356444f3daa3447755bf63f171f39ec47,machine_learning,Machine Learning,Active Learning Literature Survey,2009
8de174ab5419b9d3127695405efd079808e956e8,machine_learning,Machine Learning,Curriculum learning,2009
a963d05b9d4acd347ad528e7d098eb53d8f555a2,software_engineering,Software Engineering,Systematic literature reviews in software engineering - A systematic literature review,2009
c11d0ba3e581e691f1bee0022dc0807ff4c428f2,machine_learning,Machine Learning,A systematic analysis of performance measures for classification tasks,2009
d2c733e34d48784a37d717fe43d9e93277a8c53e,computer_vision,Computer Vision,ImageNet: A large-scale hierarchical image database,2009
d2c733e34d48784a37d717fe43d9e93277a8c53e,databases_and_data_management,Databases and Data Management,ImageNet: A large-scale hierarchical image database,2009
d2c733e34d48784a37d717fe43d9e93277a8c53e,machine_learning,Machine Learning,ImageNet: A large-scale hierarchical image database,2009
fc3eb090e39d71295c362458b8a0c48d2c5d8377,security_and_privacy,Security and Privacy,A detailed analysis of the KDD CUP 99 data set,2009
0a14824290453b95d051ec9cc299d0f61ad82b23,machine_learning,Machine Learning,Regularization Paths for Generalized Linear Models via Coordinate Descent.,2010
0b14178e7d79ac426d0a39700e1ac8b2c6f2e752,optimization,Optimization,Convex optimization,2010
0b14178e7d79ac426d0a39700e1ac8b2c6f2e752,computer_vision,Computer Vision,Convex optimization,2010
0b14178e7d79ac426d0a39700e1ac8b2c6f2e752,machine_learning,Machine Learning,Convex optimization,2010
0d2336389dff3031910bd21dd1c44d1b4cd51725,deep_learning,Deep Learning,Why Does Unsupervised Pre-training Help Deep Learning?,2010
0d2336389dff3031910bd21dd1c44d1b4cd51725,machine_learning,Machine Learning,Why Does Unsupervised Pre-training Help Deep Learning?,2010
228d9e4b69926594fd26080f4cfaa9ecfca44eb3,machine_learning,Machine Learning,Mathematical Foundations for a Compositional Distributional Model of Meaning,2010
283743048be918a1a4144d78ea65f45398c37e2d,computer_vision,Computer Vision,Design and perceptual validation of performance measures for salient object segmentation,2010
283743048be918a1a4144d78ea65f45398c37e2d,machine_learning,Machine Learning,Design and perceptual validation of performance measures for salient object segmentation,2010
5e077918a979537f27b9a0820672f23a434a98ee,natural_language_processing,Natural Language Processing,"Mayo clinical Text Analysis and Knowledge Extraction System (cTAKES): architecture, component evaluation and applications",2010
66d398aeaeb7ec24ededb1adaa4b4f09a6c1bcde,machine_learning,Machine Learning,A theory of learning from different domains,2010
79ab3c49903ec8cb339437ccf5cf998607fc313e,machine_learning,Machine Learning,A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,2010
7ef08f1fa127af817cdfd9d3bd00bdf60e32143b,computer_networks,Computer Networks,Cloud computing: state-of-the-art and research challenges,2010
7ef08f1fa127af817cdfd9d3bd00bdf60e32143b,distributed_systems_and_cloud,Distributed Systems and Cloud,Cloud computing: state-of-the-art and research challenges,2010
83a6cacc126d85c45605797406262677c256a6af,machine_learning,Machine Learning,Software Framework for Topic Modelling with Large Corpora,2010
8cec459c9ec06065ed6ce9ee30e9713c855e395f,natural_language_processing,Natural Language Processing,Application of information technology: MedEx: a medication information extraction system for clinical narratives,2010
8cec459c9ec06065ed6ce9ee30e9713c855e395f,machine_learning,Machine Learning,Application of information technology: MedEx: a medication information extraction system for clinical narratives,2010
9819b600a828a57e1cde047bbe710d3446b30da5,deep_learning,Deep Learning,Recurrent neural network based language model,2010
9819b600a828a57e1cde047bbe710d3446b30da5,large_language_models,Large Language Models,Recurrent neural network based language model,2010
9819b600a828a57e1cde047bbe710d3446b30da5,machine_learning,Machine Learning,Recurrent neural network based language model,2010
9819b600a828a57e1cde047bbe710d3446b30da5,natural_language_processing,Natural Language Processing,Recurrent neural network based language model,2010
a25fbcbbae1e8f79c4360d26aa11a3abf1a11972,machine_learning,Machine Learning,A Survey on Transfer Learning,2010
a4fba68413d64f48b4223c116cf57c4197bafb79,bioinformatics_and_computational_biology,Bioinformatics and Computational Biology,An overview of MetaMap: historical perspective and recent advances,2010
a538b05ebb01a40323997629e171c91aa28b8e2f,machine_learning,Machine Learning,Rectified Linear Units Improve Restricted Boltzmann Machines,2010
ddf0f2226cc837750eb1eb57c43d8192ef0fc2b3,natural_language_processing,Natural Language Processing,Toward an Architecture for Never-Ending Language Learning,2010
e2b7f37cd97a7907b1b8a41138721ed06a0b76cd,generative_models,Generative Models,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,2010
e2b7f37cd97a7907b1b8a41138721ed06a0b76cd,machine_learning,Machine Learning,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,2010
e2b7f37cd97a7907b1b8a41138721ed06a0b76cd,deep_learning,Deep Learning,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,2010
e79272fe3d65197100eae8be9fec6469107969ae,computer_vision,Computer Vision,Object Detection with Discriminatively Trained Part Based Models,2010
e79272fe3d65197100eae8be9fec6469107969ae,machine_learning,Machine Learning,Object Detection with Discriminatively Trained Part Based Models,2010
ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649,deep_learning,Deep Learning,Understanding the difficulty of training deep feedforward neural networks,2010
ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649,machine_learning,Machine Learning,Understanding the difficulty of training deep feedforward neural networks,2010
fbc6562814e08e416e28a268ce7beeaa3d0708c8,deep_learning,Deep Learning,Large-Scale Machine Learning with Stochastic Gradient Descent,2010
fbc6562814e08e416e28a268ce7beeaa3d0708c8,machine_learning,Machine Learning,Large-Scale Machine Learning with Stochastic Gradient Descent,2010
fbc6562814e08e416e28a268ce7beeaa3d0708c8,optimization,Optimization,Large-Scale Machine Learning with Stochastic Gradient Descent,2010
00248a60f905f49c451e106ee6647823e9359e6c,machine_learning,Machine Learning,Overview of Genia Event Task in BioNLP Shared Task 2011,2011
14935c3ffb1cafd53a23d84bec66388a77422435,natural_language_processing,Natural Language Processing,Named Entity Recognition in Tweets: An Experimental Study,2011
14935c3ffb1cafd53a23d84bec66388a77422435,machine_learning,Machine Learning,Named Entity Recognition in Tweets: An Experimental Study,2011
1c61f9ef06fe74505775a833ff849185757199e7,natural_language_processing,Natural Language Processing,Learning Word Vectors for Sentiment Analysis,2011
1c61f9ef06fe74505775a833ff849185757199e7,machine_learning,Machine Learning,Learning Word Vectors for Sentiment Analysis,2011
3c5126da7ce388c64b796c80d15a3c3629d6ad58,natural_language_processing,Natural Language Processing,Experimental Support for a Categorical Compositional Distributional Model of Meaning,2011
3c5126da7ce388c64b796c80d15a3c3629d6ad58,machine_learning,Machine Learning,Experimental Support for a Categorical Compositional Distributional Model of Meaning,2011
413c1142de9d91804d6d11c67ff3fed59c9fc279,machine_learning,Machine Learning,Adaptive Subgradient Methods for Online Learning and Stochastic Optimization,2011
413c1142de9d91804d6d11c67ff3fed59c9fc279,optimization,Optimization,Adaptive Subgradient Methods for Online Learning and Stochastic Optimization,2011
5a9ef216bf11f222438fff130c778267d39a9564,deep_learning,Deep Learning,Practical Variational Inference for Neural Networks,2011
5a9ef216bf11f222438fff130c778267d39a9564,machine_learning,Machine Learning,Practical Variational Inference for Neural Networks,2011
5e095981ebf4d389e9356bd56e59e0ade1b42e88,natural_language_processing,Natural Language Processing,"2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text",2011
6d03a38c5ddb7c7cd1ceb59b28907dc918c5d83a,machine_learning,Machine Learning,"Evaluation: from precision, recall and F-measure to ROC, informedness, markedness and correlation",2011
7670e3c493126c8b2f211ddfc45f89de905f1d38,computer_vision,Computer Vision,Global contrast based salient region detection,2011
7670e3c493126c8b2f211ddfc45f89de905f1d38,machine_learning,Machine Learning,Global contrast based salient region detection,2011
873bc5ca1161285a72a30721fbf67f2869983fbf,bioinformatics_and_computational_biology,Bioinformatics and Computational Biology,Data from clinical notes: a perspective on the tension between structure and flexible documentation,2011
8e080b98efbe65c02a116439205ca2344b9f7cd4,natural_language_processing,Natural Language Processing,Im2Text: Describing Images Using 1 Million Captioned Photographs,2011
976e29fe6c9baeb39732bca0e35f66f84d5bdd90,machine_learning,Machine Learning,ORB: An efficient alternative to SIFT or SURF,2011
ab2ec1a1b6fdb710b2782554086a4782d50fc2c8,software_engineering,Software Engineering,Recommended Steps for Thematic Synthesis in Software Engineering,2011
abd0d4ed53a86f7af4674b838d590edff6edf9a4,natural_language_processing,Natural Language Processing,Natural language processing: an introduction,2011
abd0d4ed53a86f7af4674b838d590edff6edf9a4,machine_learning,Machine Learning,Natural language processing: an introduction,2011
ad4fd2c149f220a62441576af92a8a669fe81246,machine_learning,Machine Learning,Scikit-learn: Machine Learning in Python,2011
aeed631d6a84100b5e9a021ec1914095c66de415,machine_learning,Machine Learning,Bayesian Learning via Stochastic Gradient Langevin Dynamics,2011
aeed631d6a84100b5e9a021ec1914095c66de415,statistical_learning,Statistical Learning,Bayesian Learning via Stochastic Gradient Langevin Dynamics,2011
bc1022b031dc6c7019696492e8116598097a8c12,machine_learning,Machine Learning,Natural Language Processing (Almost) from Scratch,2011
bc1022b031dc6c7019696492e8116598097a8c12,natural_language_processing,Natural Language Processing,Natural Language Processing (Almost) from Scratch,2011
c81c20109c809cfc47565a9477c04ee005d424bf,computer_vision,Computer Vision,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,2011
e1103d528d874a9e8e84ca443fe3fd5c1ff9eb9e,machine_learning,Machine Learning,The No-U-turn sampler: adaptively setting path lengths in Hamiltonian Monte Carlo,2011
0e7879c3f54b4813290be0d662085479de847cfa,information_retrieval,Information Retrieval,Learning-based Query Performance Modeling and Prediction,2012
184ac0766262312ba76bbdece4e7ffad0aa8180b,deep_learning,Deep Learning,Representation Learning: A Review and New Perspectives,2012
184ac0766262312ba76bbdece4e7ffad0aa8180b,machine_learning,Machine Learning,Representation Learning: A Review and New Perspectives,2012
188e247506ad992b8bc62d6c74789e89891a984f,machine_learning,Machine Learning,Random Search for Hyper-Parameter Optimization,2012
188e247506ad992b8bc62d6c74789e89891a984f,optimization,Optimization,Random Search for Hyper-Parameter Optimization,2012
25ca4a36df2955b345634b5f8a6b6bb66a774b3c,natural_language_processing,Natural Language Processing,"Parallel Data, Tools and Interfaces in OPUS",2012
3127190433230b3dc1abd0680bb58dced4bcd90e,computer_networks,Computer Networks,Large Scale Distributed Deep Networks,2012
33c95f4d13958e65e676a9cd64bd4d8df0fdb44d,natural_language_processing,Natural Language Processing,Sentiment Analysis and Opinion Mining,2012
