paper_id,title,year,citation_count,venue,fields_of_study,topics,topic_ids,primary_topic
627be67feb084f1266cfc36e5aed3c3e7e6ce5f0,MapReduce: simplified data processing on large clusters,2008,26261,CACM,Computer Science,['Distributed Systems and Cloud'],['distributed_systems_and_cloud'],Distributed Systems and Cloud
7047496e6159cdac94b2871516b593bf1c6bf0c5,A mobile vision system for robust multi-person tracking,2008,790,2008 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
70fda5147aedd42c64143a464117b5ffde18a2e4,Differential Privacy: A Survey of Results,2008,4037,Theory and Applications of Models of Computation,Computer Science,['Security and Privacy'],['security_and_privacy'],Security and Privacy
843959ffdccf31c6694d135fad07425924f785b1,Extracting and composing robust features with denoising autoencoders,2008,7977,International Conference on Machine Learning,Computer Science;Mathematics,"['Generative Models', 'Machine Learning', 'Deep Learning']","['generative_models', 'machine_learning', 'deep_learning']",Generative Models
860a9d55d87663ca88e74b3ca357396cd51733d0,"A discriminatively trained, multiscale, deformable part model",2008,3111,2008 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c2dedd7ac6bf7828534ebd7853a402c238d9307f,Extracting Information from Textual Documents in the Electronic Health Record: A Review of Recent Research,2008,930,Yearbook of Medical Informatics,Medicine;Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
c8221c054459e37edbf313668523d667fe5c1536,Maximum Entropy Inverse Reinforcement Learning,2008,3268,AAAI Conference on Artificial Intelligence,Computer Science,"['Reinforcement Learning', 'Machine Learning']","['reinforcement_learning', 'machine_learning']",Reinforcement Learning
cdbb606ae47c64049262dfbd3bb147d3f4ba8420,Speeded-Up Robust Features (SURF),2008,13839,Computer Vision and Image Understanding,Computer Science;Mathematics,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
e28bdc373de80d7ec0e64631a89e64fbdcdae230,Systematic Mapping Studies in Software Engineering,2008,3057,International Conference on Evaluation & Assessment in Software Engineering,Computer Science,['Software Engineering'],['software_engineering'],Software Engineering
123998ee48ab616bfea7fc07a4ed3409088f68d9,Saliency-based discriminant tracking,2009,253,2009 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
17cd447e313b8405b65be57785fd7c6bea51379e,Effective diagnosis of heart disease through neural networks ensembles,2009,637,Expert systems with applications,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
27e57cc2f22c1921d2a1c3954d5062e3fe391553,Guidelines for conducting and reporting case study research in software engineering,2009,4141,Empirical Software Engineering,Computer Science,['Software Engineering'],['software_engineering'],Software Engineering
2f52d46714a3fccbe9ea293763b03550ada7bd7d,Frequency-tuned salient region detection,2009,4406,2009 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
3e083dc8aeb7983a5cdff146985363d38caf0886,Pedestrian detection: A benchmark,2009,1492,2009 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
3efd851140aa28e95221b55fcc5659eea97b172d,The Graph Neural Network Model,2009,8808,IEEE Transactions on Neural Networks,Computer Science;Medicine,"['Deep Learning', 'Graph Machine Learning', 'Machine Learning']","['deep_learning', 'graph_machine_learning', 'machine_learning']",Deep Learning
5aee63873bc5cde7022fc38f6036e10ce465bcc5,Interacting quantum observables: categorical algebra and diagrammatics,2009,547,arXiv.org,Computer Science;Physics;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
5b73be2f2373f9f6bf3d3137bcdc7b8065901746,What can natural language processing do for clinical decision support?,2009,658,Journal of Biomedical Informatics,Computer Science;Medicine,"['Bioinformatics and Computational Biology', 'Natural Language Processing', 'Machine Learning']","['bioinformatics_and_computational_biology', 'natural_language_processing', 'machine_learning']",Bioinformatics and Computational Biology
5d90f06bb70a0a3dced62413346235c02b1aa086,Learning Multiple Layers of Features from Tiny Images,2009,40373,,Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
6e6e67042c647b8dd6818f893cbe1ffd474636a3,Fully homomorphic encryption using ideal lattices,2009,6871,Symposium on the Theory of Computing,Computer Science;Mathematics,['Security and Privacy'],['security_and_privacy'],Security and Privacy
70d6dfdc40c4681ba5d51d60116db0311b5126ce,Language Models,2009,938,Encyclopedia of Database Systems,Computer Science,"['Databases and Data Management', 'Large Language Models', 'Deep Learning', 'Machine Learning', 'Natural Language Processing']","['databases_and_data_management', 'large_language_models', 'deep_learning', 'machine_learning', 'natural_language_processing']",Databases and Data Management
818826f356444f3daa3447755bf63f171f39ec47,Active Learning Literature Survey,2009,6461,,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
8de174ab5419b9d3127695405efd079808e956e8,Curriculum learning,2009,6567,International Conference on Machine Learning,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
a963d05b9d4acd347ad528e7d098eb53d8f555a2,Systematic literature reviews in software engineering - A systematic literature review,2009,4150,Information and Software Technology,Computer Science,['Software Engineering'],['software_engineering'],Software Engineering
c11d0ba3e581e691f1bee0022dc0807ff4c428f2,A systematic analysis of performance measures for classification tasks,2009,5846,Information Processing & Management,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
d2c733e34d48784a37d717fe43d9e93277a8c53e,ImageNet: A large-scale hierarchical image database,2009,70660,2009 IEEE Conference on Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Databases and Data Management', 'Machine Learning']","['computer_vision', 'databases_and_data_management', 'machine_learning']",Computer Vision
fc3eb090e39d71295c362458b8a0c48d2c5d8377,A detailed analysis of the KDD CUP 99 data set,2009,4626,IEEE Symposium on Computational Intelligence for Security and Defense Applications,Computer Science,['Security and Privacy'],['security_and_privacy'],Security and Privacy
0a14824290453b95d051ec9cc299d0f61ad82b23,Regularization Paths for Generalized Linear Models via Coordinate Descent.,2010,17647,Journal of Statistical Software,Computer Science;Medicine,['Machine Learning'],['machine_learning'],Machine Learning
0b14178e7d79ac426d0a39700e1ac8b2c6f2e752,Convex optimization,2010,40081,Computer Vision,Computer Science;Mathematics,"['Optimization', 'Computer Vision', 'Machine Learning']","['optimization', 'computer_vision', 'machine_learning']",Optimization
0d2336389dff3031910bd21dd1c44d1b4cd51725,Why Does Unsupervised Pre-training Help Deep Learning?,2010,2471,International Conference on Artificial Intelligence and Statistics,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
228d9e4b69926594fd26080f4cfaa9ecfca44eb3,Mathematical Foundations for a Compositional Distributional Model of Meaning,2010,599,arXiv.org,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
283743048be918a1a4144d78ea65f45398c37e2d,Design and perceptual validation of performance measures for salient object segmentation,2010,467,2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops,Computer Science;Mathematics,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
5e077918a979537f27b9a0820672f23a434a98ee,"Mayo clinical Text Analysis and Knowledge Extraction System (cTAKES): architecture, component evaluation and applications",2010,1979,J. Am. Medical Informatics Assoc.,Computer Science;Medicine,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
66d398aeaeb7ec24ededb1adaa4b4f09a6c1bcde,A theory of learning from different domains,2010,3879,Machine-mediated learning,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
79ab3c49903ec8cb339437ccf5cf998607fc313e,A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,2010,3674,International Conference on Artificial Intelligence and Statistics,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
7ef08f1fa127af817cdfd9d3bd00bdf60e32143b,Cloud computing: state-of-the-art and research challenges,2010,3916,Journal of Internet Services and Applications,Computer Science,"['Computer Networks', 'Distributed Systems and Cloud']","['computer_networks', 'distributed_systems_and_cloud']",Computer Networks
83a6cacc126d85c45605797406262677c256a6af,Software Framework for Topic Modelling with Large Corpora,2010,4854,,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
8cec459c9ec06065ed6ce9ee30e9713c855e395f,Application of information technology: MedEx: a medication information extraction system for clinical narratives,2010,526,J. Am. Medical Informatics Assoc.,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
9819b600a828a57e1cde047bbe710d3446b30da5,Recurrent neural network based language model,2010,6058,Interspeech,Computer Science,"['Deep Learning', 'Large Language Models', 'Machine Learning', 'Natural Language Processing']","['deep_learning', 'large_language_models', 'machine_learning', 'natural_language_processing']",Deep Learning
a25fbcbbae1e8f79c4360d26aa11a3abf1a11972,A Survey on Transfer Learning,2010,22604,IEEE Transactions on Knowledge and Data Engineering,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
a4fba68413d64f48b4223c116cf57c4197bafb79,An overview of MetaMap: historical perspective and recent advances,2010,1585,J. Am. Medical Informatics Assoc.,Medicine;Computer Science,['Bioinformatics and Computational Biology'],['bioinformatics_and_computational_biology'],Bioinformatics and Computational Biology
a538b05ebb01a40323997629e171c91aa28b8e2f,Rectified Linear Units Improve Restricted Boltzmann Machines,2010,18377,International Conference on Machine Learning,Mathematics;Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ddf0f2226cc837750eb1eb57c43d8192ef0fc2b3,Toward an Architecture for Never-Ending Language Learning,2010,2228,AAAI Conference on Artificial Intelligence,Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
e2b7f37cd97a7907b1b8a41138721ed06a0b76cd,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,2010,7442,Journal of machine learning research,Mathematics;Computer Science,"['Generative Models', 'Machine Learning', 'Deep Learning']","['generative_models', 'machine_learning', 'deep_learning']",Generative Models
e79272fe3d65197100eae8be9fec6469107969ae,Object Detection with Discriminatively Trained Part Based Models,2010,10669,IEEE Transactions on Pattern Analysis and Machine Intelligence,Computer Science;Medicine,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649,Understanding the difficulty of training deep feedforward neural networks,2010,18802,International Conference on Artificial Intelligence and Statistics,Mathematics;Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
fbc6562814e08e416e28a268ce7beeaa3d0708c8,Large-Scale Machine Learning with Stochastic Gradient Descent,2010,6205,International Conference on Computational Statistics,Computer Science,"['Deep Learning', 'Machine Learning', 'Optimization']","['deep_learning', 'machine_learning', 'optimization']",Deep Learning
00248a60f905f49c451e106ee6647823e9359e6c,Overview of Genia Event Task in BioNLP Shared Task 2011,2011,145,BioNLP@ACL,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
14935c3ffb1cafd53a23d84bec66388a77422435,Named Entity Recognition in Tweets: An Experimental Study,2011,1423,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
1c61f9ef06fe74505775a833ff849185757199e7,Learning Word Vectors for Sentiment Analysis,2011,5805,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
3c5126da7ce388c64b796c80d15a3c3629d6ad58,Experimental Support for a Categorical Compositional Distributional Model of Meaning,2011,351,Conference on Empirical Methods in Natural Language Processing,Computer Science;Mathematics,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
413c1142de9d91804d6d11c67ff3fed59c9fc279,Adaptive Subgradient Methods for Online Learning and Stochastic Optimization,2011,11104,Journal of machine learning research,Mathematics;Computer Science,"['Machine Learning', 'Optimization']","['machine_learning', 'optimization']",Machine Learning
5a9ef216bf11f222438fff130c778267d39a9564,Practical Variational Inference for Neural Networks,2011,1806,Neural Information Processing Systems,Mathematics;Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
5e095981ebf4d389e9356bd56e59e0ade1b42e88,"2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text",2011,1268,J. Am. Medical Informatics Assoc.,Computer Science;Medicine,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
6d03a38c5ddb7c7cd1ceb59b28907dc918c5d83a,"Evaluation: from precision, recall and F-measure to ROC, informedness, markedness and correlation",2011,6175,arXiv.org,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
7670e3c493126c8b2f211ddfc45f89de905f1d38,Global contrast based salient region detection,2011,3805,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
873bc5ca1161285a72a30721fbf67f2869983fbf,Data from clinical notes: a perspective on the tension between structure and flexible documentation,2011,396,J. Am. Medical Informatics Assoc.,Medicine;Computer Science,['Bioinformatics and Computational Biology'],['bioinformatics_and_computational_biology'],Bioinformatics and Computational Biology
8e080b98efbe65c02a116439205ca2344b9f7cd4,Im2Text: Describing Images Using 1 Million Captioned Photographs,2011,1553,Neural Information Processing Systems,Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
976e29fe6c9baeb39732bca0e35f66f84d5bdd90,ORB: An efficient alternative to SIFT or SURF,2011,10468,Vision,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ab2ec1a1b6fdb710b2782554086a4782d50fc2c8,Recommended Steps for Thematic Synthesis in Software Engineering,2011,868,International Symposium on Empirical Software Engineering and Measurement,Computer Science,['Software Engineering'],['software_engineering'],Software Engineering
abd0d4ed53a86f7af4674b838d590edff6edf9a4,Natural language processing: an introduction,2011,968,J. Am. Medical Informatics Assoc.,Computer Science;Medicine,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
ad4fd2c149f220a62441576af92a8a669fe81246,Scikit-learn: Machine Learning in Python,2011,85758,Journal of machine learning research,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
aeed631d6a84100b5e9a021ec1914095c66de415,Bayesian Learning via Stochastic Gradient Langevin Dynamics,2011,2930,International Conference on Machine Learning,Computer Science;Mathematics,"['Machine Learning', 'Statistical Learning']","['machine_learning', 'statistical_learning']",Machine Learning
